pdb_id,true_affinity,predicted_affinity,residual,absolute_error,squared_error,rank_best,rank_worst,category
2xpk,11.301030158996582,6.510799884796143,-4.7902302742004395,4.7902302742004395,22.946306079866417,100,1,outlier
3p7i,7.701147079467773,3.025014638900757,-4.676132440567017,4.676132440567017,21.866214601723243,99,2,outlier
3rlb,9.920818328857422,5.496358871459961,-4.424459457397461,4.424459457397461,19.575841490153834,98,3,outlier
3ao4,2.0705809593200684,6.328696250915527,4.258115291595459,4.258115291595459,18.13154583651908,97,4,outlier
3o9f,12.698969841003418,8.990703582763672,-3.708266258239746,3.708266258239746,13.751238641999407,96,5,outlier
2ycf,10.522878646850586,7.033692836761475,-3.4891858100891113,3.4891858100891113,12.174417617327208,95,6,outlier
3poa,7.0,3.803032636642456,-3.196967363357544,3.196967363357544,10.220600322373286,94,7,largest_error
3ovn,2.552841901779175,5.716395378112793,3.163553476333618,3.163553476333618,10.00807059762252,93,8,largest_error
3rg2,4.200659275054932,7.357781410217285,3.1571221351623535,3.1571221351623535,9.967420176332098,92,9,largest_error
3ao5,2.2291479110717773,5.085484027862549,2.8563361167907715,2.8563361167907715,8.158656012083384,91,10,largest_error
3qi3,3.7846269607543945,6.540300369262695,2.755673408508301,2.755673408508301,7.593735934359756,90,11,largest_error
3n75,7.892789840698242,5.146461009979248,-2.746328830718994,2.746328830718994,7.542322046438358,89,12,largest_error
3aqa,4.552842140197754,7.141885757446289,2.589043617248535,2.589043617248535,6.703146852015379,88,13,largest_error
3odi,7.823908805847168,5.298046112060547,-2.525862693786621,2.525862693786621,6.379982347863006,87,14,largest_error
3mg8,8.920818328857422,6.530373573303223,-2.390444755554199,2.390444755554199,5.714226129356575,86,15,largest_error
3lkj,4.602059841156006,6.950339317321777,2.3482794761657715,2.3482794761657715,5.51441649818139,85,16,largest_error
2ygu,6.4921441078186035,4.419157981872559,-2.072986125946045,2.072986125946045,4.297271478364792,84,17,largest_error
3oay,1.6989699602127075,3.7570314407348633,2.0580614805221558,2.0580614805221558,4.235617057609048,83,18,largest_error
2xy9,9.187087059020996,7.216763019561768,-1.9703240394592285,1.9703240394592285,3.8821768204709315,82,19,largest_error
3qkd,8.376750946044922,6.4114766120910645,-1.9652743339538574,1.9652743339538574,3.862303207697778,81,20,largest_error
3rvg,8.301030158996582,6.3361921310424805,-1.9648380279541016,1.9648380279541016,3.860588476094563,80,21,typical
3q8h,4.15490198135376,6.106468200683594,1.951566219329834,1.951566219329834,3.8086107084293417,79,22,typical
3r5j,6.958607196807861,5.147552967071533,-1.8110542297363281,1.8110542297363281,3.2799174230458448,78,23,typical
3odl,7.214670181274414,5.418123245239258,-1.7965469360351562,1.7965469360351562,3.227580893377308,77,24,typical
2xno,5.9281182289123535,7.719204425811768,1.791086196899414,1.791086196899414,3.2079897647236066,76,25,typical
3rwc,8.119186401367188,6.3426408767700195,-1.776545524597168,1.776545524597168,3.1561140009662267,75,26,typical
3r6t,5.8639140129089355,7.575189590454102,1.711275577545166,1.711275577545166,2.9284641023025415,74,27,typical
2yak,8.698969841003418,7.055461883544922,-1.643507957458496,1.643507957458496,2.701118406229398,73,28,typical
3qfz,3.2441251277923584,4.821859359741211,1.5777342319488525,1.5777342319488525,2.4892453066632356,72,29,typical
3qqk,4.823908805847168,6.396756649017334,1.572847843170166,1.572847843170166,2.473850337765043,71,30,typical
3r02,9.0,7.428038597106934,-1.5719614028930664,1.5719614028930664,2.4710626521855374,70,31,typical
3rsx,4.411168098449707,5.976798057556152,1.5656299591064453,1.5656299591064453,2.4511971688516496,69,32,typical
3rti,7.3665313720703125,5.802701950073242,-1.5638294219970703,1.5638294219970703,2.445562461103691,68,33,typical
3lox,8.09691047668457,6.56559944152832,-1.53131103515625,1.53131103515625,2.344913486391306,67,34,typical
2lkk,6.698969841003418,5.217667579650879,-1.481302261352539,1.481302261352539,2.194256389488146,66,35,typical
3qlm,6.365522861480713,4.8917741775512695,-1.4737486839294434,1.4737486839294434,2.1719351833837663,65,36,typical
3n7a,3.698970079421997,5.162370681762695,1.4634006023406982,1.4634006023406982,2.1415413229311184,64,37,typical
2yof,4.602059841156006,6.022356986999512,1.4202971458435059,1.4202971458435059,2.017243982491209,63,38,typical
3owb,7.721246242523193,6.337515354156494,-1.3837308883666992,1.3837308883666992,1.9147111714200946,62,39,typical
3ro0,4.496345520019531,5.869629383087158,1.373283863067627,1.373283863067627,1.8859085685619448,61,40,typical
3qj9,7.0,8.35141372680664,1.3514137268066406,1.3514137268066406,1.8263190610014135,60,41,typical
3r5m,4.340083599090576,5.6497297286987305,1.3096461296081543,1.3096461296081543,1.7151729847976185,59,42,typical
3m6p,8.346787452697754,7.041497707366943,-1.3052897453308105,1.3052897453308105,1.7037813192657723,58,43,typical
3qfy,6.12493896484375,4.827075004577637,-1.2978639602661133,1.2978639602661133,1.6844508593576393,57,44,typical
2xx2,7.301030158996582,6.013356685638428,-1.2876734733581543,1.2876734733581543,1.6581029739902533,56,45,typical
3qdd,8.769551277160645,7.492561340332031,-1.2769899368286133,1.2769899368286133,1.6307032987615457,55,46,typical
