pdb_id,true_affinity,predicted_affinity,residual,absolute_error,squared_error,rank_best,rank_worst,category
3rbu,9.431797981262207,5.061885833740234,-4.369912147521973,4.369912147521973,19.0961321770601,100,1,outlier
2ll6,10.0,6.100147247314453,-3.899852752685547,3.899852752685547,15.208851492629037,99,2,outlier
3o9h,12.09691047668457,8.257509231567383,-3.8394012451171875,3.8394012451171875,14.74100192100741,98,3,outlier
3o9i,11.823908805847168,8.202384948730469,-3.621523857116699,3.621523857116699,13.115435047665414,97,4,outlier
3ps1,10.173925399780273,6.681772232055664,-3.4921531677246094,3.4921531677246094,12.195133746849024,96,5,outlier
3nf9,3.537601947784424,6.827242374420166,3.289640426635742,3.289640426635742,10.821734136556188,95,6,largest_error
3oay,1.6989699602127075,4.936855316162109,3.237885355949402,3.237885355949402,10.483901578271585,94,7,largest_error
3rt4,8.795880317687988,5.636402130126953,-3.159478187561035,3.159478187561035,9.982302417673964,93,8,largest_error
2xn6,8.795880317687988,5.728464126586914,-3.067416191101074,3.067416191101074,9.409042089429022,92,9,largest_error
3rwc,8.119186401367188,5.200879096984863,-2.918307304382324,2.918307304382324,8.516517522811228,91,10,largest_error
3o99,10.823908805847168,8.045105934143066,-2.7788028717041016,2.7788028717041016,7.7217453997909615,90,11,largest_error
3qxv,8.397939682006836,5.728958606719971,-2.6689810752868652,2.6689810752868652,7.123459980239431,89,12,largest_error
3muz,3.4559319019317627,6.068371772766113,2.6124398708343506,2.6124398708343506,6.824842078724998,88,13,largest_error
3ay9,8.341988563537598,5.762367248535156,-2.5796213150024414,2.5796213150024414,6.654446128814925,87,14,largest_error
3n7h,4.50445556640625,7.021177291870117,2.516721725463867,2.516721725463867,6.333888243421825,86,15,largest_error
3p8o,8.723538398742676,6.2782721519470215,-2.4452662467956543,2.4452662467956543,5.979327017718106,85,16,largest_error
3qkd,8.376750946044922,5.9914350509643555,-2.3853158950805664,2.3853158950805664,5.689731919324004,84,17,largest_error
3rwe,7.3665313720703125,5.126972198486328,-2.2395591735839844,2.2395591735839844,5.015625291984179,83,18,largest_error
3orn,9.619789123535156,7.384031772613525,-2.235757350921631,2.235757350921631,4.998610932200108,82,19,largest_error
3qri,9.09691047668457,6.903674602508545,-2.1932358741760254,2.1932358741760254,4.810283599772674,81,20,largest_error
3oev,8.130767822265625,5.963192462921143,-2.1675753593444824,2.1675753593444824,4.698382938437362,80,21,typical
2yne,8.568635940551758,6.407475471496582,-2.161160469055176,2.161160469055176,4.670614573006787,79,22,typical
2lwi,3.1118204593658447,5.161211967468262,2.049391508102417,2.049391508102417,4.200005553482299,78,23,typical
2yln,7.677780628204346,5.667806625366211,-2.0099740028381348,2.0099740028381348,4.039995492085154,77,24,typical
3pxf,4.431798458099365,6.422670364379883,1.9908719062805176,1.9908719062805176,3.963570947217022,76,25,typical
3re4,7.397940158843994,5.53896427154541,-1.858975887298584,1.858975887298584,3.4557913495575576,75,26,typical
3q2m,3.798602819442749,5.607053756713867,1.8084509372711182,1.8084509372711182,3.2704947925167858,74,27,typical
3p50,4.619788646697998,6.352180480957031,1.7323918342590332,1.7323918342590332,3.0011814674073776,73,28,typical
2l65,4.221848964691162,5.93221378326416,1.710364818572998,1.710364818572998,2.9253478126122445,72,29,typical
